LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0990,200,9.104,0.17,0.256,0.058,,,,,
P-0991,200,5.0,0.17,0.209,0.067,,,,,
P-0992,200,5.0,0.12,0.19,0.059,,,,,
P-0993,200,5.0,0.04,0.131,0.036,,,,,
P-0994,200,5.0,3.92,0.557,0.301,,,,,
P-0995,200,8.638,0.08,0.2,0.043,,,,,
P-0996,200,5.0,1.04,0.375,0.156,,,,,
P-0997,200,5.0,0.08,0.166,0.049,,,,,
P-0998,200,5.0,1.42,0.412,0.181,,,,,
P-0999,200,5.0,0.71,0.332,0.13,,,,,
P-1000,200,5.0,0.17,0.209,0.067,,,,,
P-1001,200,5.0,0.04,0.131,0.036,,,,,
P-1002,200,5.0,0.38,0.272,0.097,,,,,
P-1003,200,5.0,0.67,0.326,0.127,,,,,
P-1004,200,5.0,0.92,0.36,0.147,,,,,
P-1005,200,5.0,0.12,0.19,0.059,,,,,
P-1006,200,5.0,1.97,0.455,0.213,,,,,
P-1007,200,5.0,0.08,0.166,0.049,,,,,
P-1008,200,5.0,1.85,0.446,0.206,,,,,
P-1009,200,5.0,0.04,0.132,0.036,,,,,
P-1010,200,5.0,1.76,0.44,0.201,,,,,
P-1011,200,5.899,0.09,0.177,0.047,,,,,
P-1012,200,5.0,0.09,0.168,0.049,,,,,
P-1013,200,5.735,0.0,0.008,0.003,,,,,
P-1014,200,5.0,1.76,0.44,0.201,,,,,
P-1015,200,5.0,0.58,0.313,0.119,,,,,
P-1016,200,5.0,0.75,0.338,0.134,,,,,
P-1017,200,8.273,0.17,0.249,0.06,,,,,
P-1018,200,10.021,0.29,0.319,0.073,,,,,
P-1019,200,5.0,0.42,0.281,0.102,,,,,
P-1020,200,10.545,0.33,0.339,0.077,,,,,
P-1021,200,5.0,0.42,0.281,0.102,,,,,
P-1022,200,5.0,0.17,0.209,0.067,,,,,
P-1023,200,5.0,0.08,0.166,0.049,,,,,
P-1024,200,9.986,0.04,0.166,0.031,,,,,
P-1025,200,32.168,0.17,0.395,0.044,,,,,
P-1026,200,9.544,0.04,0.163,0.031,,,,,
P-1027,200,10.902,0.17,0.273,0.056,,,,,
P-1028,200,5.0,0.25,0.239,0.08,,,,,
P-1029,200,5.0,0.54,0.306,0.115,,,,,
P-1030,200,5.0,0.54,0.306,0.115,,,,,
P-1031,200,5.0,0.38,0.272,0.097,,,,,
P-1032,200,5.0,0.33,0.262,0.092,,,,,
P-1033,200,5.0,0.25,0.238,0.08,,,,,
P-1034,200,5.0,0.17,0.209,0.067,,,,,
P-1035,200,5.0,0.55,0.306,0.115,,,,,
P-1036,200,5.0,0.67,0.327,0.127,,,,,
P-1037,200,12.924,0.42,0.392,0.082,,,,,
P-1038,200,108.657,0.04,0.367,0.018,,,,,
P-1039,200,5.0,0.04,0.132,0.036,,,,,
P-1040,200,5.0,0.0,0.016,0.004,,,,,
P-1041,200,5.0,2.8,0.505,0.253,,,,,
P-1042,200,5.0,2.89,0.509,0.257,,,,,
P-1043,200,5.0,1.92,0.452,0.21,,,,,
P-1044,200,24.826,0.71,0.579,0.089,,,,,
P-1045,200,14.626,0.75,0.492,0.104,,,,,
P-1046,200,5.0,0.84,0.35,0.141,,,,,
P-1047,200,5.0,0.88,0.356,0.144,,,,,
P-1048,200,18.159,0.92,0.564,0.108,,,,,
P-1049,200,11.741,0.08,0.222,0.04,,,,,
P-1050,200,5.0,0.76,0.339,0.134,,,,,
P-1051,200,5.0,0.76,0.339,0.134,,,,,
P-1052,200,9.379,0.0,0.038,0.006,,,,,
P-1053,200,5.951,0.67,0.347,0.122,,,,,
P-1054,200,45.703,0.13,0.403,0.035,,,,,
P-1055,200,10.105,0.17,0.266,0.057,,,,,
P-1056,200,16.623,0.5,0.451,0.083,,,,,
P-1057,200,7.84,0.17,0.244,0.06,,,,,
P-1058,200,30.668,0.08,0.307,0.032,,,,,
P-1059,200,28.183,0.21,0.406,0.05,,,,,
P-1060,200,5.0,0.75,0.339,0.134,,,,,
P-1061,200,5.0,0.54,0.306,0.115,,,,,
P-1062,200,5.0,0.5,0.298,0.111,,,,,
P-1063,200,8.436,0.17,0.25,0.059,,,,,
P-1064,200,67.534,0.0,0.053,0.003,,,,,
P-1065,200,24.105,0.21,0.385,0.051,,,,,
P-1066,200,47.389,0.08,0.355,0.029,,,,,
P-1067,200,29.589,0.25,0.438,0.053,,,,,
P-1068,200,34.024,0.04,0.251,0.023,,,,,
P-1069,200,86.032,0.0,0.07,0.004,,,,,
P-1070,200,37.931,0.17,0.417,0.042,,,,,
P-1071,200,27.15,0.08,0.295,0.033,,,,,
P-1072,200,5.0,0.33,0.262,0.092,,,,,
P-1073,200,5.0,0.5,0.298,0.111,,,,,
P-1074,200,12.601,0.08,0.228,0.04,,,,,
P-1075,200,14.042,0.21,0.32,0.058,,,,,
P-1076,200,17.313,0.08,0.253,0.037,,,,,
P-1077,200,8.317,0.04,0.156,0.032,,,,,
P-1078,200,5.0,0.0,0.02,0.005,,,,,
P-1079,200,5.0,0.04,0.132,0.036,,,,,
P-1080,200,5.0,0.08,0.167,0.049,,,,,
P-1081,200,5.0,0.17,0.209,0.067,,,,,
P-1082,200,5.0,0.33,0.262,0.092,,,,,
P-1083,200,30.427,0.08,0.306,0.032,,,,,
P-1084,200,20.754,0.0,0.034,0.004,,,,,
P-1085,200,11.895,0.08,0.223,0.04,,,,,
P-1086,200,22.828,0.13,0.319,0.041,,,,,
P-1087,200,15.661,0.25,0.353,0.062,,,,,
P-1088,200,24.322,0.04,0.225,0.025,,,,,
P-1089,200,6.907,0.21,0.252,0.069,,,,,
P-1090,200,5.0,0.75,0.338,0.134,,,,,
P-1091,200,5.0,1.37,0.408,0.179,,,,,
P-1092,200,6.445,0.0,0.008,0.003,,,,,
P-1093,200,8.428,0.04,0.157,0.032,,,,,
P-1094,200,8.658,0.08,0.201,0.043,,,,,
P-1095,200,12.743,0.12,0.262,0.047,,,,,
P-1096,200,11.54,0.17,0.278,0.055,,,,,
P-1097,200,5.0,0.0,0.01,0.003,,,,,
P-1098,200,15.426,0.08,0.244,0.038,,,,,
P-1099,200,5.0,0.21,0.225,0.074,,,,,
P-1100,200,20.409,0.12,0.307,0.042,,,,,
P-1101,200,5.0,0.04,0.132,0.036,,,,,
P-1102,200,5.0,0.08,0.166,0.049,,,,,
P-1103,200,13.171,0.04,0.182,0.029,,,,,
P-1104,200,5.0,0.04,0.131,0.036,,,,,
P-1105,200,22.407,0.08,0.277,0.035,,,,,
P-1106,200,65.085,0.04,0.31,0.02,,,,,
P-1107,200,17.194,0.0,0.043,0.005,,,,,
P-1108,200,40.243,0.08,0.336,0.03,,,,,
P-1109,200,30.341,0.04,0.241,0.024,,,,,
P-1110,200,5.0,0.21,0.225,0.074,,,,,
P-1111,200,41.624,0.08,0.34,0.03,,,,,
P-1112,200,54.24,0.13,0.426,0.034,,,,,
P-1113,200,56.149,0.08,0.376,0.028,,,,,
P-1114,200,45.052,0.0,0.019,0.002,,,,,
P-1115,200,6.377,0.0,0.021,0.005,,,,,
P-1116,200,6.211,0.08,0.179,0.046,,,,,
P-1117,200,5.0,0.13,0.19,0.059,,,,,
P-1118,200,7.924,0.04,0.154,0.032,,,,,
P-1119,200,5.0,0.08,0.166,0.049,,,,,
P-1120,200,10.953,0.08,0.217,0.041,,,,,
P-1121,200,7.763,0.08,0.193,0.044,,,,,
P-1122,200,5.0,0.13,0.19,0.059,,,,,
P-1123,200,11.916,0.21,0.303,0.06,,,,,
P-1124,200,19.128,0.08,0.262,0.036,,,,,
P-1125,200,22.953,0.17,0.352,0.047,,,,,
P-1126,200,5.0,0.04,0.131,0.036,,,,,
P-1127,200,10.013,0.04,0.166,0.031,,,,,
P-1128,200,5.029,0.04,0.132,0.036,,,,,
P-1129,200,8.02,0.13,0.223,0.053,,,,,
P-1130,200,27.802,0.08,0.297,0.033,,,,,
P-1131,200,16.292,0.08,0.248,0.037,,,,,
P-1132,200,5.998,0.25,0.254,0.077,,,,,
P-1133,200,7.944,0.13,0.223,0.053,,,,,
P-1134,200,11.317,0.33,0.347,0.076,,,,,
P-1135,200,14.83,0.04,0.19,0.028,,,,,
P-1136,200,16.159,0.17,0.312,0.051,,,,,
P-1137,200,26.504,0.08,0.292,0.033,,,,,
P-1138,200,5.0,0.25,0.239,0.08,,,,,
P-1139,200,22.68,0.04,0.219,0.026,,,,,
P-1140,200,5.0,0.13,0.19,0.059,,,,,
P-1141,200,15.566,0.21,0.332,0.057,,,,,
P-1142,200,20.74,0.0,0.036,0.004,,,,,
P-1143,200,19.583,0.0,0.049,0.006,,,,,
P-1144,200,41.953,0.04,0.269,0.022,,,,,
P-1145,200,16.112,0.25,0.357,0.061,,,,,
P-1146,200,38.776,0.0,0.05,0.004,,,,,
P-1147,200,7.521,0.0,0.023,0.005,,,,,
P-1148,200,16.248,0.0,0.035,0.005,,,,,
P-1149,200,16.455,0.08,0.249,0.037,,,,,
P-1150,200,5.0,0.17,0.209,0.067,,,,,
P-1151,200,52.431,0.04,0.289,0.021,,,,,
P-1152,200,5.0,0.04,0.131,0.036,,,,,
P-1153,200,20.294,0.13,0.306,0.042,,,,,
P-1154,200,25.264,0.0,0.037,0.004,,,,,
P-1155,200,79.645,0.08,0.423,0.026,,,,,
P-1156,200,5.0,0.33,0.262,0.092,,,,,
P-1157,200,5.0,0.62,0.319,0.123,,,,,
P-1158,200,24.011,0.08,0.283,0.034,,,,,
P-1159,200,11.835,0.08,0.222,0.04,,,,,
P-1160,200,25.918,0.08,0.29,0.034,,,,,
P-1161,200,10.71,0.08,0.215,0.041,,,,,
P-1162,200,15.741,0.29,0.372,0.066,,,,,
P-1163,200,16.059,0.13,0.283,0.045,,,,,
P-1164,200,5.0,0.04,0.131,0.036,,,,,
P-1165,200,5.0,0.04,0.131,0.036,,,,,
P-1166,200,17.265,0.08,0.253,0.037,,,,,
P-1167,200,22.771,0.04,0.219,0.026,,,,,
P-1168,200,16.555,0.04,0.197,0.027,,,,,
P-1169,200,5.0,0.17,0.209,0.067,,,,,
P-1170,200,36.164,0.04,0.255,0.023,,,,,
P-1171,200,10.94,0.04,0.171,0.03,,,,,
P-1172,200,5.0,0.0,0.028,0.007,,,,,
P-1173,200,47.516,0.0,0.052,0.004,,,,,
P-1174,200,43.233,0.04,0.273,0.022,,,,,
P-1175,200,18.632,0.08,0.26,0.036,,,,,
P-1176,200,15.091,0.04,0.191,0.028,,,,,
P-1177,200,5.314,0.13,0.194,0.058,,,,,
P-1178,200,17.966,0.04,0.203,0.027,,,,,
P-1179,200,93.705,0.04,0.349,0.019,,,,,
P-1180,200,8.0,0.0,0.008,0.002,,,,,
P-1181,200,57.432,0.04,0.297,0.021,,,,,
P-1182,200,49.999,0.13,0.415,0.035,,,,,
P-1183,200,5.0,0.13,0.19,0.059,,,,,
P-1184,200,6.935,0.04,0.147,0.033,,,,,
P-1185,200,39.556,0.0,0.052,0.004,,,,,
P-1186,200,5.0,0.21,0.225,0.074,,,,,
P-1187,200,64.775,0.04,0.31,0.02,,,,,
P-1188,200,13.742,0.04,0.185,0.029,,,,,
P-1189,200,5.0,0.04,0.131,0.036,,,,,
P-1190,200,17.773,0.0,0.031,0.004,,,,,
P-1191,200,5.0,0.04,0.131,0.036,,,,,
P-1192,200,21.29,0.0,0.045,0.005,,,,,
P-1193,200,8.218,0.0,0.026,0.005,,,,,
P-1194,200,12.053,0.04,0.177,0.03,,,,,
P-1195,200,9.695,0.04,0.166,0.031,,,,,
P-1196,200,7.657,0.04,0.154,0.033,,,,,
P-1197,200,5.258,0.13,0.193,0.058,,,,,
P-1198,200,16.79,0.04,0.197,0.027,,,,,
P-1199,200,5.0,0.13,0.19,0.059,,,,,
P-1200,200,11.096,0.12,0.25,0.049,,,,,
P-1201,200,5.0,0.17,0.209,0.067,,,,,
P-1202,200,21.788,0.08,0.274,0.035,,,,,
P-1203,200,25.492,0.08,0.288,0.034,,,,,
P-1204,200,5.0,0.08,0.166,0.049,,,,,
P-1205,200,5.243,0.0,0.016,0.004,,,,,
P-1206,200,7.679,0.04,0.152,0.033,,,,,
P-1207,200,6.057,0.04,0.14,0.034,,,,,
P-1208,200,5.0,0.12,0.19,0.059,,,,,
P-1209,200,8.567,0.17,0.251,0.059,,,,,
P-1210,200,5.0,0.17,0.209,0.067,,,,,
P-1211,200,5.0,0.21,0.225,0.074,,,,,
P-1212,200,7.98,0.13,0.223,0.053,,,,,
P-1213,200,5.0,0.33,0.262,0.092,,,,,
P-1214,200,7.026,0.13,0.214,0.054,,,,,
P-1215,200,11.383,0.13,0.252,0.048,,,,,
P-1216,200,35.012,0.04,0.252,0.023,,,,,
P-1217,200,16.604,0.04,0.198,0.028,,,,,
P-1218,200,5.0,0.21,0.225,0.074,,,,,
P-1219,200,5.0,0.38,0.272,0.097,,,,,
P-1220,200,16.634,0.04,0.197,0.027,,,,,
P-1221,200,23.127,0.29,0.424,0.06,,,,,
P-1222,200,17.318,0.12,0.29,0.044,,,,,
P-1223,200,5.398,0.17,0.214,0.066,,,,,
P-1224,200,5.0,0.13,0.19,0.059,,,,,
P-1225,200,5.0,0.37,0.272,0.097,,,,,
P-1226,200,6.699,0.08,0.184,0.046,,,,,
P-1227,200,5.0,0.33,0.262,0.092,,,,,
P-1228,200,5.0,0.04,0.132,0.036,,,,,
P-1229,200,5.0,0.13,0.191,0.059,,,,,
P-1230,200,5.0,0.21,0.225,0.074,,,,,
P-1231,200,5.0,0.04,0.132,0.036,,,,,
P-1232,200,5.0,0.08,0.166,0.049,,,,,
P-1233,200,5.0,0.0,0.01,0.003,,,,,
P-1234,200,13.619,0.04,0.185,0.029,,,,,
P-1235,200,5.0,0.0,0.011,0.003,,,,,
P-1236,200,15.375,0.04,0.192,0.028,,,,,
P-1237,200,5.518,0.0,0.031,0.007,,,,,
P-1238,200,8.816,0.0,0.048,0.008,,,,,
P-1239,200,5.0,0.04,0.131,0.036,,,,,
P-1240,200,19.688,0.08,0.265,0.036,,,,,
P-1241,200,5.0,0.38,0.272,0.097,,,,,
P-1242,200,5.0,0.62,0.319,0.123,,,,,
P-1243,200,7.555,0.08,0.191,0.044,,,,,
P-1244,200,7.504,0.21,0.259,0.067,,,,,
P-1245,200,17.528,0.17,0.321,0.05,,,,,
P-1246,200,5.0,0.08,0.166,0.049,,,,,
P-1247,200,9.975,0.04,0.166,0.031,,,,,
P-1248,200,6.278,0.0,0.016,0.004,,,,,
P-1249,200,11.057,0.04,0.172,0.03,,,,,
P-1250,200,5.0,0.13,0.19,0.059,,,,,
P-1251,200,5.0,0.25,0.239,0.08,,,,,
P-1252,200,5.0,0.13,0.19,0.059,,,,,
P-1253,200,8.116,0.04,0.155,0.032,,,,,
P-1254,200,5.881,0.13,0.201,0.056,,,,,
P-1255,200,5.0,0.25,0.239,0.08,,,,,
P-1256,200,9.961,0.0,0.027,0.005,,,,,
P-1257,200,26.017,0.08,0.29,0.034,,,,,
P-1258,200,5.0,0.17,0.209,0.067,,,,,
P-1259,200,5.0,0.04,0.132,0.036,,,,,
P-1260,200,9.025,0.0,0.027,0.005,,,,,
P-1261,200,58.528,0.0,0.062,0.004,,,,,
P-1262,200,5.0,0.04,0.132,0.036,,,,,
P-1263,200,5.0,0.04,0.133,0.036,,,,,
P-1264,200,5.0,0.04,0.133,0.037,,,,,
P-1265,200,5.0,0.04,0.134,0.037,,,,,
P-1266,200,8.662,0.04,0.159,0.032,,,,,
P-1267,200,11.219,0.04,0.175,0.03,,,,,
P-1268,200,16.173,0.04,0.199,0.028,,,,,
P-1269,200,6.027,0.13,0.203,0.056,,,,,
P-1270,200,25.119,0.04,0.226,0.025,,,,,
P-1271,200,44.847,0.04,0.274,0.022,,,,,
P-1272,200,35.65,0.0,0.039,0.003,,,,,
P-1273,200,8.0,0.0,0.008,0.002,,,,,
P-1274,200,18.641,0.08,0.26,0.036,,,,,
P-1275,200,25.369,0.04,0.227,0.025,,,,,
P-1276,200,12.75,0.08,0.228,0.039,,,,,
P-1277,200,5.0,0.12,0.19,0.059,,,,,
P-1278,200,6.002,0.12,0.202,0.056,,,,,
P-1279,200,23.068,0.08,0.279,0.034,,,,,
P-1280,200,55.728,0.04,0.295,0.021,,,,,
P-1281,200,52.922,0.0,0.039,0.003,,,,,
P-1282,200,5.0,0.04,0.131,0.036,,,,,
P-1283,200,21.574,0.13,0.313,0.042,,,,,
P-1284,200,6.363,0.0,0.013,0.003,,,,,
P-1285,200,58.597,0.0,0.039,0.003,,,,,
P-1286,200,5.0,0.08,0.166,0.049,,,,,
P-1287,200,15.466,0.0,0.017,0.003,,,,,
P-1288,200,5.585,0.04,0.136,0.035,,,,,
P-1289,200,10.5,0.0,0.008,0.002,,,,,
P-1290,200,33.351,0.04,0.249,0.023,,,,,
P-1291,200,10.215,0.08,0.212,0.041,,,,,
P-1292,200,26.868,0.04,0.231,0.025,,,,,
P-1293,200,5.0,0.04,0.132,0.036,,,,,
P-1294,200,7.068,0.13,0.214,0.054,,,,,
P-1295,200,28.741,0.0,0.012,0.002,,,,,
P-1296,200,13.329,0.08,0.232,0.039,,,,,
P-1297,200,5.0,0.13,0.19,0.059,,,,,
P-1298,200,9.536,0.08,0.207,0.042,,,,,
P-1299,200,43.339,0.13,0.397,0.036,,,,,
P-1300,200,36.821,0.08,0.327,0.031,,,,,
P-1301,200,52.172,0.12,0.421,0.034,,,,,
P-1302,200,17.143,0.04,0.199,0.027,,,,,
P-1303,200,11.435,0.17,0.277,0.055,,,,,
P-1304,200,8.07,0.04,0.154,0.032,,,,,
P-1305,200,5.043,0.12,0.19,0.058,,,,,
P-1306,200,26.197,0.17,0.367,0.046,,,,,
P-1307,200,9.856,0.17,0.264,0.057,,,,,
P-1308,200,16.248,0.0,0.023,0.003,,,,,
P-1309,200,5.749,0.04,0.138,0.035,,,,,
P-1310,200,38.297,0.04,0.26,0.023,,,,,
P-1311,200,15.098,0.13,0.277,0.045,,,,,
P-1312,200,20.327,0.08,0.267,0.035,,,,,
P-1313,200,15.151,0.0,0.01,0.002,,,,,
P-1314,200,14.016,0.08,0.236,0.039,,,,,
P-1315,200,39.821,0.12,0.384,0.036,,,,,
P-1316,200,39.013,0.04,0.261,0.023,,,,,
P-1317,200,5.0,0.08,0.166,0.049,,,,,
P-1318,200,37.728,0.04,0.259,0.023,,,,,
P-1319,200,6.847,0.0,0.016,0.004,,,,,
P-1320,200,27.185,0.08,0.295,0.033,,,,,
P-1321,200,30.576,0.29,0.466,0.057,,,,,
P-1322,200,40.039,0.04,0.264,0.023,,,,,
P-1323,200,5.0,0.08,0.166,0.049,,,,,
P-1324,200,6.287,0.13,0.206,0.056,,,,,
P-1325,200,5.0,0.0,0.015,0.004,,,,,
P-1326,200,57.988,0.04,0.298,0.021,,,,,
P-1327,200,5.0,0.0,0.024,0.006,,,,,
P-1328,200,5.829,0.0,0.034,0.007,,,,,
P-1329,200,6.605,0.0,0.027,0.006,,,,,
P-1330,200,35.809,0.08,0.323,0.031,,,,,
P-1331,200,6.319,0.21,0.244,0.07,,,,,
P-1332,200,20.954,0.13,0.31,0.042,,,,,
P-1333,200,5.0,0.0,0.014,0.004,,,,,
P-1334,200,12.657,0.0,0.015,0.003,,,,,
P-1335,200,5.0,0.08,0.166,0.049,,,,,
P-1336,200,9.351,0.04,0.162,0.031,,,,,
P-1337,200,40.36,0.0,0.038,0.003,,,,,
P-1338,200,9.85,0.04,0.165,0.031,,,,,
P-1339,200,19.259,0.13,0.301,0.043,,,,,
P-1340,200,5.092,0.0,0.026,0.006,,,,,
P-1341,200,12.527,0.0,0.012,0.003,,,,,
P-1342,200,5.0,2.5,0.488,0.24,,,,,
P-1343,200,21.823,0.08,0.274,0.035,,,,,
P-1344,200,5.0,0.13,0.19,0.059,,,,,
P-1345,200,5.024,0.17,0.209,0.067,,,,,
P-1346,200,5.0,0.04,0.131,0.036,,,,,
P-1347,200,11.825,0.04,0.176,0.03,,,,,
P-1348,200,5.917,0.0,0.015,0.004,,,,,
P-1349,200,5.0,0.12,0.19,0.059,,,,,
P-1350,200,17.934,0.0,0.035,0.004,,,,,
P-1351,200,9.076,0.08,0.203,0.043,,,,,
P-1352,200,44.883,0.04,0.274,0.022,,,,,
P-1353,200,5.0,0.12,0.19,0.059,,,,,
P-1354,200,8.966,0.04,0.161,0.032,,,,,
P-1355,200,11.341,0.17,0.277,0.055,,,,,
P-1356,200,5.0,0.04,0.131,0.036,,,,,
P-1357,200,53.404,0.08,0.369,0.029,,,,,
P-1358,200,12.099,0.21,0.305,0.06,,,,,
P-1359,200,5.427,0.04,0.135,0.035,,,,,
P-1360,200,17.797,0.13,0.293,0.044,,,,,
P-1361,200,11.003,0.0,0.026,0.004,,,,,
P-1362,200,5.0,0.0,0.01,0.003,,,,,
P-1363,200,18.383,0.0,0.039,0.005,,,,,
P-1364,200,9.801,0.17,0.263,0.057,,,,,
P-1365,200,5.0,0.13,0.19,0.059,,,,,
P-1366,200,6.375,0.04,0.142,0.034,,,,,
P-1367,200,10.631,0.04,0.17,0.03,,,,,
P-1368,200,6.335,0.04,0.143,0.034,,,,,
P-1369,200,13.375,0.0,0.021,0.003,,,,,
P-1370,200,29.439,0.0,0.032,0.003,,,,,
P-1371,200,14.169,0.0,0.014,0.003,,,,,
P-1372,200,9.457,0.0,0.03,0.005,,,,,
P-1373,200,5.0,0.04,0.131,0.036,,,,,
P-1374,200,5.0,0.0,0.025,0.006,,,,,
P-1375,200,5.0,0.04,0.132,0.036,,,,,
P-1376,200,5.0,0.04,0.132,0.036,,,,,
P-1377,200,9.509,0.0,0.015,0.003,,,,,
P-1378,200,7.738,0.04,0.152,0.032,,,,,
P-1379,200,15.077,0.08,0.242,0.038,,,,,
P-1380,200,20.027,0.04,0.21,0.026,,,,,
P-1381,200,15.164,0.0,0.016,0.003,,,,,
P-1382,200,11.05,0.0,0.018,0.003,,,,,
P-1383,200,5.0,0.21,0.225,0.074,,,,,
P-1384,200,8.835,0.0,0.015,0.003,,,,,
P-1385,200,12.765,0.13,0.262,0.047,,,,,
P-1386,200,11.021,0.37,0.357,0.08,,,,,
P-1387,200,27.718,0.08,0.297,0.033,,,,,
P-1388,200,11.422,0.04,0.174,0.03,,,,,
P-1389,200,5.367,0.17,0.214,0.066,,,,,
P-1390,200,5.731,0.0,0.024,0.005,,,,,
P-1391,200,14.619,0.17,0.302,0.052,,,,,
P-1392,200,22.923,0.5,0.504,0.077,,,,,
P-1393,200,5.0,0.92,0.36,0.147,,,,,
P-1394,200,5.0,0.08,0.166,0.049,,,,,
P-1395,200,5.0,0.17,0.209,0.067,,,,,
P-1396,200,35.431,0.08,0.323,0.031,,,,,
P-1397,200,5.0,0.25,0.239,0.08,,,,,
P-1398,200,5.0,0.33,0.262,0.092,,,,,
P-1399,200,34.568,0.0,0.038,0.003,,,,,
P-1400,200,12.114,0.13,0.257,0.048,,,,,
P-1401,200,17.714,0.08,0.255,0.037,,,,,
P-1402,200,13.928,0.21,0.32,0.058,,,,,
P-1403,200,5.0,0.13,0.19,0.059,,,,,
P-1404,200,5.0,0.12,0.19,0.059,,,,,
P-1405,200,10.423,0.08,0.213,0.041,,,,,
P-1406,200,8.854,0.17,0.254,0.058,,,,,
P-1407,200,14.735,0.21,0.326,0.057,,,,,
P-1408,200,16.796,0.13,0.287,0.044,,,,,
P-1409,200,20.656,0.13,0.308,0.042,,,,,
P-1410,200,5.0,0.33,0.262,0.092,,,,,
P-1411,200,40.537,0.04,0.265,0.022,,,,,
P-1412,200,15.3,0.04,0.192,0.028,,,,,
P-1413,200,14.207,0.0,0.035,0.005,,,,,
P-1414,200,8.0,0.0,0.008,0.002,,,,,
P-1415,200,5.0,0.08,0.166,0.049,,,,,
P-1416,200,5.0,0.0,0.013,0.004,,,,,
P-1417,200,22.381,0.08,0.276,0.035,,,,,
P-1418,200,5.0,0.08,0.166,0.049,,,,,
P-1419,200,37.042,0.04,0.257,0.023,,,,,
P-1420,200,31.285,0.04,0.243,0.024,,,,,
P-1421,200,28.857,0.13,0.345,0.039,,,,,
P-1422,200,5.0,0.21,0.225,0.074,,,,,
P-1423,200,5.0,0.33,0.262,0.092,,,,,
P-1424,200,8.496,0.0,0.029,0.005,,,,,
P-1425,200,11.292,0.08,0.22,0.041,,,,,
P-1426,200,25.5,0.04,0.228,0.025,,,,,
P-1427,200,27.46,0.08,0.297,0.033,,,,,
P-1428,200,17.816,0.0,0.031,0.004,,,,,
P-1429,200,5.0,0.17,0.209,0.067,,,,,
P-1430,200,12.239,0.37,0.37,0.078,,,,,
P-1431,200,221.596,0.0,0.023,0.001,,,,,
P-1432,200,15.982,0.13,0.283,0.045,,,,,
P-1433,200,5.0,0.29,0.251,0.086,,,,,
P-1434,200,23.023,0.33,0.443,0.064,,,,,
P-1435,200,64.768,0.08,0.394,0.027,,,,,
P-1436,200,31.047,0.13,0.354,0.039,,,,,
P-1437,200,27.252,0.38,0.487,0.065,,,,,
P-1438,200,27.365,0.58,0.563,0.08,,,,,
P-1439,200,27.125,0.0,0.016,0.002,,,,,
P-1440,200,12.14,0.08,0.225,0.04,,,,,
P-1441,200,5.0,0.21,0.225,0.074,,,,,
P-1442,200,18.511,0.29,0.394,0.064,,,,,
P-1443,200,5.0,0.29,0.251,0.086,,,,,
P-1444,200,19.242,0.0,0.018,0.003,,,,,
P-1445,200,10.367,0.21,0.289,0.062,,,,,
P-1446,200,5.0,0.46,0.29,0.106,,,,,
P-1447,200,5.0,0.04,0.131,0.036,,,,,
P-1448,200,13.953,0.17,0.297,0.053,,,,,
P-1449,200,7.543,0.04,0.151,0.033,,,,,
P-1450,200,8.542,0.0,0.021,0.004,,,,,
P-1451,200,12.005,0.0,0.013,0.003,,,,,
P-1452,200,15.824,0.04,0.194,0.028,,,,,
P-1453,200,5.749,0.0,0.031,0.007,,,,,
P-1454,200,10.515,0.0,0.049,0.008,,,,,
P-1455,200,5.0,0.0,0.023,0.006,,,,,
P-1456,200,10.211,0.0,0.008,0.002,,,,,
P-1457,200,14.495,0.17,0.301,0.052,,,,,
P-1458,200,13.233,0.13,0.265,0.047,,,,,
P-1459,200,7.614,0.08,0.192,0.044,,,,,
P-1460,200,5.004,0.08,0.166,0.049,,,,,
P-1461,200,5.0,0.17,0.209,0.067,,,,,
P-1462,200,5.0,0.04,0.131,0.036,,,,,
P-1463,200,6.941,0.0,0.008,0.003,,,,,
P-1464,200,5.0,0.0,0.014,0.004,,,,,
P-1465,200,8.718,0.0,0.017,0.004,,,,,
P-1466,200,13.476,0.08,0.233,0.039,,,,,
P-1467,200,16.066,0.0,0.034,0.004,,,,,
P-1468,200,28.337,0.0,0.034,0.003,,,,,
P-1469,200,11.295,0.0,0.02,0.003,,,,,
P-1470,200,5.0,0.04,0.131,0.036,,,,,
P-1471,200,5.0,0.0,0.025,0.006,,,,,
P-1472,200,24.397,0.08,0.284,0.034,,,,,
P-1473,200,37.32,0.0,0.038,0.003,,,,,
P-1474,200,5.0,0.08,0.166,0.049,,,,,
P-1475,200,57.826,0.08,0.379,0.028,,,,,
P-1476,200,18.706,0.0,0.035,0.004,,,,,
P-1477,200,11.302,0.12,0.251,0.049,,,,,
P-1478,200,5.0,0.0,0.027,0.006,,,,,
P-1479,200,5.0,0.0,0.021,0.005,,,,,
P-1480,200,5.0,0.04,0.131,0.036,,,,,
P-1481,200,5.0,0.08,0.166,0.049,,,,,
P-1482,200,5.0,0.13,0.19,0.059,,,,,
P-1483,200,11.267,0.0,0.035,0.005,,,,,
P-1484,200,7.137,0.0,0.008,0.002,,,,,
P-1485,200,23.319,0.04,0.221,0.025,,,,,
